gst_record_id,invoice_id,order_id,gst_type,return_period,gstin,taxable_value,igst,cgst,sgst,cess,total_tax,itc_eligible,itc_matched,filed_status
GST-0052-IN,INV-0052,ORD-52,INPUT,2025-01,29AAACR2288E1ZK,15.23,0,1.37,1.37,0,2.74,TRUE,TRUE,RECONCILED
GST-0053-OUT,INV-0053,ORD-53,OUTPUT,2025-01,29ABCDE0053F1Z5,1130.81,0,101.77,101.77,0,203.54,FALSE,,FILED
GST-0053-IN,INV-0053,ORD-53,INPUT,2025-01,29AAACR2288E1ZK,5.34,0,0.48,0.48,0,0.96,TRUE,TRUE,RECONCILED
GST-0054-OUT,INV-0054,ORD-54,OUTPUT,2025-01,29ABCDE0054F1Z5,816.99,147.06,0,0,0,147.06,FALSE,,FILED
GST-0054-IN,INV-0054,ORD-54,INPUT,2025-01,29AAACR2288E1ZK,18.32,0,1.65,1.65,0,3.3,TRUE,TRUE,RECONCILED
GST-0055-OUT,INV-0055,ORD-55,OUTPUT,2025-01,29ABCDE0055F1Z5,513.97,0,46.26,46.26,0,92.52,FALSE,,FILED
GST-0055-IN,INV-0055,ORD-55,INPUT,2025-01,29AAACR2288E1ZK,12.13,0,1.09,1.09,0,2.18,TRUE,TRUE,RECONCILED
GST-0056-OUT,INV-0056,ORD-56,OUTPUT,2025-01,29ABCDE0056F1Z5,1758.78,0,158.29,158.29,0,316.58,FALSE,,FILED
GST-0056-IN,INV-0056,ORD-56,INPUT,2025-01,29AAACR2288E1ZK,41.51,0,3.73,3.74,0,7.47,TRUE,TRUE,RECONCILED
GST-0057-OUT,INV-0057,ORD-57,OUTPUT,2025-01,29ABCDE0057F1Z5,282.75,50.89,0,0,0,50.89,FALSE,,FILED
GST-0057-IN,INV-0057,ORD-57,INPUT,2025-01,29AAACR2288E1ZK,6.67,0,0.6,0.6,0,1.2,TRUE,TRUE,RECONCILED
GST-0058-OUT,INV-0058,ORD-58,OUTPUT,2025-01,29ABCDE0058F1Z5,3573.43,643.22,0,0,0,643.22,FALSE,,FILED
GST-0058-IN,INV-0058,ORD-58,INPUT,2025-01,29AAACR2288E1ZK,16.87,0,1.52,1.52,0,3.04,TRUE,TRUE,RECONCILED
GST-0059-OUT,INV-0059,ORD-59,OUTPUT,2025-01,29ABCDE0059F1Z5,1752.31,0,157.71,157.71,0,315.42,FALSE,,FILED
GST-0059-IN,INV-0059,ORD-59,INPUT,2025-01,29AAACR2288E1ZK,41.35,0,3.72,3.72,0,7.44,TRUE,TRUE,RECONCILED
GST-0060-OUT,INV-0060,ORD-60,OUTPUT,2025-01,29ABCDE0060F1Z5,296.55,0,26.69,26.69,0,53.38,FALSE,,FILED
GST-0060-IN,INV-0060,ORD-60,INPUT,2025-01,29AAACR2288E1ZK,6.65,0,0.6,0.6,0,1.2,TRUE,TRUE,RECONCILED
GST-0061-OUT,INV-0061,ORD-61,OUTPUT,2025-01,29ABCDE0061F1Z5,1380.78,0,124.27,124.27,0,248.54,FALSE,,FILED
GST-0061-IN,INV-0061,ORD-61,INPUT,2025-01,29AAACR2288E1ZK,38.29,0,3.44,3.45,0,6.89,TRUE,TRUE,RECONCILED
GST-0062-OUT,INV-0062,ORD-62,OUTPUT,2025-01,29ABCDE0062F1Z5,13088.53,0,1177.96,1177.97,0,2355.93,FALSE,,FILED
GST-0062-IN,INV-0062,ORD-62,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0063-OUT,INV-0063,ORD-63,OUTPUT,2025-01,29ABCDE0063F1Z5,1255.53,0,113.0,113.0,0,226.0,FALSE,,FILED
GST-0063-IN,INV-0063,ORD-63,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0064-OUT,INV-0064,ORD-64,OUTPUT,2025-01,29ABCDE0064F1Z5,4218.35,0,379.65,379.65,0,759.3,FALSE,,FILED
GST-0064-IN,INV-0064,ORD-64,INPUT,2025-01,29AAACR2288E1ZK,99.55,0,8.96,8.96,0,17.92,TRUE,TRUE,RECONCILED
GST-0065-OUT,INV-0065,ORD-65,OUTPUT,2025-01,29ABCDE0065F1Z5,1365.12,0,122.86,122.86,0,245.72,FALSE,,FILED
GST-0065-IN,INV-0065,ORD-65,INPUT,2025-01,29AAACR2288E1ZK,30.61,0,2.75,2.76,0,5.51,TRUE,TRUE,RECONCILED
GST-0066-OUT,INV-0066,ORD-66,OUTPUT,2025-01,29ABCDE0066F1Z5,327.07,0,29.43,29.44,0,58.87,FALSE,,FILED
GST-0066-IN,INV-0066,ORD-66,INPUT,2025-01,29AAACR2288E1ZK,7.72,0,0.69,0.7,0,1.39,TRUE,TRUE,RECONCILED
GST-0067-OUT,INV-0067,ORD-67,OUTPUT,2025-01,29ABCDE0067F1Z5,2715.96,0,244.44,244.43,0,488.87,FALSE,,FILED
GST-0067-IN,INV-0067,ORD-67,INPUT,2025-01,29AAACR2288E1ZK,64.1,0,5.77,5.77,0,11.54,TRUE,TRUE,RECONCILED
GST-0068-OUT,INV-0068,ORD-68,OUTPUT,2025-01,29ABCDE0068F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0068-IN,INV-0068,ORD-68,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0069-OUT,INV-0069,ORD-69,OUTPUT,2025-01,29ABCDE0069F1Z5,2613.11,470.36,0,0,0,470.36,FALSE,,FILED
GST-0069-IN,INV-0069,ORD-69,INPUT,2025-01,29AAACR2288E1ZK,61.67,0,5.55,5.55,0,11.1,TRUE,TRUE,RECONCILED
GST-0070-OUT,INV-0070,ORD-70,OUTPUT,2025-01,29ABCDE0070F1Z5,9797.11,0,881.74,881.74,0,1763.48,FALSE,,FILED
GST-0070-IN,INV-0070,ORD-70,INPUT,2025-01,29AAACR2288E1ZK,271.67,0,24.45,24.45,0,48.9,TRUE,TRUE,RECONCILED
GST-0071-OUT,INV-0071,ORD-71,OUTPUT,2025-01,29ABCDE0071F1Z5,1044.23,0,93.98,93.98,0,187.96,FALSE,,FILED
GST-0071-IN,INV-0071,ORD-71,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0072-OUT,INV-0072,ORD-72,OUTPUT,2025-01,29ABCDE0072F1Z5,726.77,0,65.41,65.41,0,130.82,FALSE,,FILED
GST-0072-IN,INV-0072,ORD-72,INPUT,2025-01,29AAACR2288E1ZK,3.43,0,0.31,0.31,0,0.62,TRUE,TRUE,RECONCILED
GST-0073-OUT,INV-0073,ORD-73,OUTPUT,2025-01,29ABCDE0073F1Z5,4517.02,813.06,0,0,0,813.06,FALSE,,FILED
GST-0073-IN,INV-0073,ORD-73,INPUT,2025-01,29AAACR2288E1ZK,106.6,0,9.6,9.59,0,19.19,TRUE,TRUE,RECONCILED
GST-0074-OUT,INV-0074,ORD-74,OUTPUT,2025-01,29ABCDE0074F1Z5,1469.71,264.55,0,0,0,264.55,FALSE,,FILED
GST-0074-IN,INV-0074,ORD-74,INPUT,2025-01,29AAACR2288E1ZK,6.94,0,0.62,0.63,0,1.25,TRUE,TRUE,RECONCILED
GST-0075-OUT,INV-0075,ORD-75,OUTPUT,2025-01,29ABCDE0075F1Z5,331.81,0,29.86,29.87,0,59.73,FALSE,,FILED
GST-0075-IN,INV-0075,ORD-75,INPUT,2025-01,29AAACR2288E1ZK,7.83,0,0.7,0.71,0,1.41,TRUE,TRUE,RECONCILED
GST-0076-OUT,INV-0076,ORD-76,OUTPUT,2025-01,29ABCDE0076F1Z5,529.7,95.35,0,0,0,95.35,FALSE,,FILED
GST-0076-IN,INV-0076,ORD-76,INPUT,2025-01,29AAACR2288E1ZK,2.5,0,0.23,0.22,0,0.45,TRUE,TRUE,RECONCILED
GST-0077-OUT,INV-0077,ORD-77,OUTPUT,2025-01,29ABCDE0077F1Z5,4453.54,801.64,0,0,0,801.64,FALSE,,FILED
GST-0077-IN,INV-0077,ORD-77,INPUT,2025-01,29AAACR2288E1ZK,21.02,0,1.89,1.89,0,3.78,TRUE,TRUE,RECONCILED
GST-0078-OUT,INV-0078,ORD-78,OUTPUT,2025-01,29ABCDE0078F1Z5,372.57,0,33.53,33.53,0,67.06,FALSE,,FILED
GST-0078-IN,INV-0078,ORD-78,INPUT,2025-01,29AAACR2288E1ZK,8.79,0,0.79,0.79,0,1.58,TRUE,TRUE,RECONCILED
GST-0079-OUT,INV-0079,ORD-79,OUTPUT,2025-01,29ABCDE0079F1Z5,253.39,0,22.8,22.81,0,45.61,FALSE,,FILED
GST-0079-IN,INV-0079,ORD-79,INPUT,2025-01,29AAACR2288E1ZK,5.98,0,0.54,0.54,0,1.08,TRUE,TRUE,RECONCILED
GST-0080-OUT,INV-0080,ORD-80,OUTPUT,2025-01,29ABCDE0080F1Z5,1773.05,0,159.57,159.58,0,319.15,FALSE,,FILED
GST-0080-IN,INV-0080,ORD-80,INPUT,2025-01,29AAACR2288E1ZK,41.84,0,3.77,3.76,0,7.53,TRUE,TRUE,RECONCILED
GST-0081-OUT,INV-0081,ORD-81,OUTPUT,2025-01,29ABCDE0081F1Z5,549.55,0,49.46,49.46,0,98.92,FALSE,,FILED
GST-0081-IN,INV-0081,ORD-81,INPUT,2025-01,29AAACR2288E1ZK,2.59,0,0.23,0.24,0,0.47,TRUE,TRUE,RECONCILED
GST-0082-OUT,INV-0082,ORD-82,OUTPUT,2025-01,29ABCDE0082F1Z5,1180.42,212.48,0,0,0,212.48,FALSE,,FILED
GST-0082-IN,INV-0082,ORD-82,INPUT,2025-01,29AAACR2288E1ZK,12.0,0,1.08,1.08,0,2.16,TRUE,TRUE,RECONCILED
GST-0083-OUT,INV-0083,ORD-83,OUTPUT,2025-01,29ABCDE0083F1Z5,3376.05,0,303.85,303.84,0,607.69,FALSE,,FILED
GST-0083-IN,INV-0083,ORD-83,INPUT,2025-01,29AAACR2288E1ZK,79.67,0,7.17,7.17,0,14.34,TRUE,TRUE,RECONCILED
GST-0084-OUT,INV-0084,ORD-84,OUTPUT,2025-01,29ABCDE0084F1Z5,1335.53,240.39,0,0,0,240.39,FALSE,,FILED
GST-0084-IN,INV-0084,ORD-84,INPUT,2025-01,29AAACR2288E1ZK,37.03,0,3.33,3.34,0,6.67,TRUE,TRUE,RECONCILED
GST-0085-OUT,INV-0085,ORD-85,OUTPUT,2025-01,29ABCDE0085F1Z5,278.83,0,25.09,25.1,0,50.19,FALSE,,FILED
GST-0085-IN,INV-0085,ORD-85,INPUT,2025-01,29AAACR2288E1ZK,6.58,0,0.59,0.59,0,1.18,TRUE,TRUE,RECONCILED
GST-0086-OUT,INV-0086,ORD-86,OUTPUT,2025-01,29ABCDE0086F1Z5,291.92,0,26.27,26.27,0,52.54,FALSE,,FILED
GST-0086-IN,INV-0086,ORD-86,INPUT,2025-01,29AAACR2288E1ZK,6.89,0,0.62,0.62,0,1.24,TRUE,TRUE,RECONCILED
GST-0087-OUT,INV-0087,ORD-87,OUTPUT,2025-01,29ABCDE0087F1Z5,2608.1,0,234.73,234.73,0,469.46,FALSE,,FILED
GST-0087-IN,INV-0087,ORD-87,INPUT,2025-01,29AAACR2288E1ZK,12.31,0,1.11,1.11,0,2.22,TRUE,TRUE,RECONCILED
